#F EADL97_LShellRadiativeRates.dat
#U00 This file is a conversion to specfile format of 
#U01 directly extracted EADL97 radiative transition probabilities.
#U02 EADL itself can be found at:
#U03           http://www-nds.iaea.org/epdl97/libsall.htm
#U04 The code used to generate this file has been:
#U05 GenerateEADLShellRadiativeRates.py
#U06

#S 1 L1 emission rates
#N 40
#L Z  TOTAL  L1L2  L1L3  L1M1  L1M2  L1M3  L1M4  L1M5  L1N1  L1N2  L1N3  L1N4  L1N5  L1N6  L1N7  L1O1  L1O2  L1O3  L1O4  L1O5  L1O6  L1O7  L1O8  L1O9  L1P1  L1P2  L1P3  L1P4  L1P5  L1P6  L1P7  L1P8  L1P9  L1P10  L1P11  L1Q1  L1Q2  L1Q3
37  3.8532227E-03  1.4244000E-05  8.3797800E-05  0.0000000E+00  1.2136000E-03  2.1472000E-03  7.6728800E-06  1.1419000E-05  0.0000000E+00  1.3525000E-04  2.4003900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
38  4.2944622E-03  1.4244000E-05  8.5539300E-05  0.0000000E+00  1.3414000E-03  2.3611100E-03  9.0769300E-06  1.3510000E-05  0.0000000E+00  1.6932100E-04  3.0026100E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
39  4.7914246E-03  1.4244000E-05  8.7264800E-05  0.0000000E+00  1.4908000E-03  2.6102900E-03  1.0761000E-05  1.6021000E-05  0.0000000E+00  2.0320900E-04  3.5870900E-04  5.0580900E-08  7.5201800E-08  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
40  5.3310441E-03  1.4242000E-05  8.8975900E-05  0.0000000E+00  1.6551000E-03  2.8807000E-03  1.2699000E-05  1.8909000E-05  0.0000000E+00  2.3947000E-04  4.2059900E-04  1.4028000E-07  2.0892000E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
41  5.9178797E-03  1.4446900E-05  9.1073500E-05  0.0000000E+00  1.8380900E-03  3.1818800E-03  1.4949900E-05  2.2273900E-05  0.0000000E+00  2.7485900E-04  4.7948700E-04  3.2987800E-07  4.8965700E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
42  6.6535133E-03  1.4651000E-05  9.4328100E-05  0.0000000E+00  2.0658000E-03  3.5529000E-03  1.7759000E-05  2.6460000E-05  0.0000000E+00  3.2186000E-04  5.5841000E-04  5.4100000E-07  8.0422100E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
43  7.4599732E-03  1.4849000E-05  9.8762300E-05  0.0000000E+00  2.3155100E-03  3.9578100E-03  2.1005100E-05  3.1310100E-05  0.0000000E+00  3.7386100E-04  6.4480200E-04  8.2956200E-07  1.2341000E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
44  8.4138122E-03  1.5021000E-05  1.0454000E-04  0.0000000E+00  2.6120000E-03  4.4366000E-03  2.4963000E-05  3.7202000E-05  0.0000000E+00  4.3486000E-04  7.4558000E-04  1.2239000E-06  1.8223000E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
45  9.6085209E-03  1.5191900E-05  1.1194000E-04  0.0000000E+00  2.9856900E-03  5.0365800E-03  2.9980900E-05  4.4709800E-05  0.0000000E+00  5.1046800E-04  8.6955600E-04  1.7687900E-06  2.6354900E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
46  1.1533967E-02  1.5701000E-05  1.2262000E-04  0.0000000E+00  3.5942000E-03  6.0225900E-03  3.7897000E-05  5.6514900E-05  0.0000000E+00  6.2371900E-04  1.0540000E-03  2.7090000E-06  4.0156000E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
47  1.4879066E-02  1.6802000E-05  1.4367000E-04  0.0000000E+00  4.6386000E-03  7.7188100E-03  5.1267000E-05  7.6472100E-05  0.0000000E+00  8.2945100E-04  1.3938000E-03  4.0912000E-06  6.1030100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
48  2.0690680E-02  1.8757000E-05  1.6467000E-04  0.0000000E+00  6.4579100E-03  1.0667000E-02  7.4719100E-05  1.1145000E-04  0.0000000E+00  1.1901000E-03  1.9898000E-03  6.5171100E-06  9.7571100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
49  3.3002230E-02  2.0327100E-05  2.5007200E-04  0.0000000E+00  1.0285100E-02  1.6865100E-02  1.2442100E-04  1.8564100E-04  0.0000000E+00  1.9525100E-03  3.2477200E-03  1.1749100E-05  1.7651100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6544100E-05  2.5394200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
50  3.5313532E-02  2.0255200E-05  2.7091200E-04  0.0000000E+00  1.0971100E-02  1.7855200E-02  1.3864100E-04  2.0691200E-04  0.0000000E+00  2.1432200E-03  3.5469300E-03  1.3992100E-05  2.1079200E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.9012400E-05  7.6278600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
51  3.7773372E-02  2.0199100E-05  2.9392100E-04  0.0000000E+00  1.1694000E-02  1.8882100E-02  1.5418000E-04  2.3011100E-04  0.0000000E+00  2.3471100E-03  3.8619100E-03  1.6470100E-05  2.4873100E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.6897300E-05  1.5160000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
52  4.0370385E-02  2.0143900E-05  3.1912900E-04  0.0000000E+00  1.2447900E-02  1.9938900E-02  1.7106900E-04  2.5545900E-04  0.0000000E+00  2.5626900E-03  4.1936800E-03  1.9194900E-05  2.9040900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6112900E-04  2.5204900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
53  4.2837506E-02  1.9987900E-05  3.4507800E-04  0.0000000E+00  1.3154900E-02  2.0888900E-02  1.8826900E-04  2.8120900E-04  0.0000000E+00  2.7736900E-03  4.5111800E-03  2.2039900E-05  3.3434800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4168900E-04  3.7712800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
54  4.5430706E-02  1.9839800E-05  3.7332700E-04  0.0000000E+00  1.3882900E-02  2.1875800E-02  2.0683800E-04  3.0877700E-04  0.0000000E+00  2.9925800E-03  4.8388600E-03  2.5157800E-05  3.8213700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  3.4014700E-04  5.2826600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
55  4.8274003E-02  1.9772800E-05  4.0619600E-04  0.0000000E+00  1.4701900E-02  2.2962800E-02  2.2767800E-04  3.4011700E-04  0.0000000E+00  3.2370700E-03  5.2024500E-03  2.8671700E-05  4.3668600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.2892600E-04  6.7475300E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
56  5.1261378E-02  1.9737000E-05  4.4292000E-04  0.0000000E+00  1.5572000E-02  2.4099000E-02  2.5049000E-04  3.7421000E-04  0.0000000E+00  3.4993000E-03  5.5868900E-03  3.2566000E-05  4.9706900E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.1828900E-04  8.1626900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
57  5.4412603E-02  1.9781100E-05  4.8525300E-04  0.0000000E+00  1.6530100E-02  2.5361200E-02  2.7612200E-04  4.1270300E-04  0.0000000E+00  3.7871300E-03  6.0066400E-03  3.6951200E-05  5.6502400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.6246400E-04  8.7775600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
58  5.7359522E-02  1.9696100E-05  5.2971400E-04  0.0000000E+00  1.7525100E-02  2.6620200E-02  3.0359200E-04  4.5380300E-04  0.0000000E+00  4.0089300E-03  6.2986400E-03  4.0183300E-05  6.1483400E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.8897400E-04  9.0920600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
59  6.0429266E-02  1.9648900E-05  5.7905800E-04  0.0000000E+00  1.8530900E-02  2.7865900E-02  3.3282900E-04  4.9764900E-04  0.0000000E+00  4.2694900E-03  6.6491800E-03  4.4317900E-05  6.7887800E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.2207800E-04  9.5032700E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
60  6.3546051E-02  1.9597900E-05  6.3301800E-04  0.0000000E+00  1.9552900E-02  2.9128900E-02  3.6416900E-04  5.4450800E-04  0.0000000E+00  4.5344800E-03  7.0010700E-03  4.8699800E-05  7.4695700E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.5461700E-04  9.8939600E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
61  6.6719301E-02  1.9525200E-05  6.9182500E-04  0.0000000E+00  2.0610200E-02  3.0401200E-02  3.9750300E-04  5.9433500E-04  0.0000000E+00  4.8057400E-03  7.3505600E-03  5.3352400E-05  8.1925600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  6.8682500E-04  1.0263100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
62  7.0036904E-02  1.9471100E-05  7.5761500E-04  0.0000000E+00  2.1735100E-02  3.1706200E-02  4.3375300E-04  6.4876400E-04  0.0000000E+00  5.0900300E-03  7.7140500E-03  5.8400400E-05  8.9775600E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.2013500E-04  1.0636100E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
63  7.3034805E-02  1.9326100E-05  8.2529200E-04  0.0000000E+00  2.2767100E-02  3.2856100E-02  4.6984100E-04  7.0298200E-04  0.0000000E+00  5.3551200E-03  8.0346200E-03  6.3425200E-05  9.7616300E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.4948200E-04  1.0939000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
64  7.6503613E-02  1.9280900E-05  9.0402400E-04  0.0000000E+00  2.3937900E-02  3.4151800E-02  5.1065700E-04  7.6406500E-04  0.0000000E+00  5.6789600E-03  8.4446500E-03  6.9782600E-05  1.0756900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.8443500E-04  1.1304900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
65  8.0000435E-02  1.9219000E-05  9.9067900E-04  0.0000000E+00  2.5177000E-02  3.5521000E-02  5.5512000E-04  8.3069900E-04  0.0000000E+00  5.9649000E-03  8.7693900E-03  7.5228900E-05  1.1602000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.1757900E-04  1.1636000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
66  8.2926207E-02  1.9019800E-05  1.0770900E-03  0.0000000E+00  2.6232700E-02  3.6567600E-02  5.9722300E-04  8.9396000E-04  0.0000000E+00  6.2321300E-03  9.0669000E-03  8.1055100E-05  1.2516900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.4567000E-04  1.1876900E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
67  8.6732055E-02  1.9005000E-05  1.1829000E-03  0.0000000E+00  2.7578000E-02  3.7978000E-02  6.4810900E-04  9.7014900E-04  0.0000000E+00  6.5706900E-03  9.4557900E-03  8.8092900E-05  1.3621000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.8260900E-04  1.2225000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
68  9.0269616E-02  1.8920000E-05  1.2954000E-03  0.0000000E+00  2.8847000E-02  3.9247000E-02  6.9984000E-04  1.0476000E-03  0.0000000E+00  6.8937000E-03  9.8079100E-03  9.5245100E-05  1.4745000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.1685100E-04  1.2527000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
69  8.2109076E-02  1.6476000E-05  1.2397000E-03  0.0000000E+00  2.6386100E-02  3.5429100E-02  6.6007200E-04  9.8821200E-04  0.0000000E+00  6.3196200E-03  8.8866200E-03  8.9954200E-05  1.3931000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3241200E-04  1.1215000E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
70  7.0443617E-02  1.3539000E-05  1.1208000E-03  0.0000000E+00  2.2758100E-02  3.0164100E-02  5.8704100E-04  8.7919200E-04  0.0000000E+00  5.4642100E-03  7.5929200E-03  8.0071200E-05  1.2419000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.1323200E-04  9.4622200E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
71  7.2803495E-02  1.3401900E-05  1.2192900E-03  0.0000000E+00  2.3599800E-02  3.0857700E-02  6.2720400E-04  9.3917100E-04  0.0000000E+00  5.6950500E-03  7.8227300E-03  8.6294200E-05  1.3401900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.7935300E-04  1.0285900E-03  3.6276700E-07  5.2889500E-07  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
72  7.3911491E-02  1.3042800E-05  1.3035800E-03  0.0000000E+00  2.4039700E-02  3.0992600E-02  6.5812200E-04  9.8513800E-04  0.0000000E+00  5.8332300E-03  7.9231100E-03  9.1299900E-05  1.4207800E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.3458000E-04  1.0926900E-03  9.3383900E-07  1.3861800E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
73  7.1828317E-02  1.2160000E-05  1.3362000E-03  0.0000000E+00  2.3440000E-02  2.9787900E-02  6.6053900E-04  9.8959800E-04  0.0000000E+00  5.7207900E-03  7.6812900E-03  9.2533800E-05  1.4425000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.5236800E-04  1.1066000E-03  1.6363000E-06  2.4521000E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
74  6.9244099E-02  1.1254000E-05  1.3588000E-03  0.0000000E+00  2.2677100E-02  2.8387100E-02  6.5812200E-04  9.8486300E-04  0.0000000E+00  5.5669100E-03  7.3856200E-03  9.3057200E-05  1.4527000E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.6202200E-04  1.1078000E-03  2.4650100E-06  3.7156100E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
75  6.8484011E-02  1.0691900E-05  1.4184900E-03  0.0000000E+00  2.2504900E-02  2.7746900E-02  6.7180700E-04  1.0058900E-03  0.0000000E+00  5.5609700E-03  7.2838600E-03  9.5978500E-05  1.5011900E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.9171500E-04  1.1335900E-03  3.6179800E-06  5.4820700E-06  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
